a,Fit,M&W,Baumann
0.5,0.350456518271514,0.227410142940288,-1.36132055480535
0.555,0.342328364047251,0.252310102411137,4.81062004044932
0.61,0.369814334842282,0.277171806339158,-1.8598867317102
0.665,0.379152762635769,0.30225238137161,-4.51108455812899
0.72,0.518905326932664,0.327614041456353,-2.5551063219742
0.775,0.565991345931455,0.352830184921875,1.54518373886052
0.83,0.596056669147661,0.37785687593654,2.67196073468207
0.885,0.604057728734407,0.402989533951151,2.93285988303606
0.94,0.609102563128745,0.428132708439297,1.48815392661404
0.995,0.603989365410548,0.453414891609179,-0.281149878654643
1.05,0.613370725856315,0.478623974474567,-4.01323975008715
1.105,0.619075636064403,0.503850316270168,-1.17909116026282
1.16,0.631862276251127,0.529078657618002,1.56021697318712
1.215,0.649404785969466,0.554477040421027,0.600383684435209
1.27,0.671902404434123,0.579521803844813,1.28960092516195
1.325,0.684466120471097,0.60504526156387,2.15909207540602
1.38,0.702976484220853,0.630456748520371,0.635247456775333
1.435,0.725184839910025,0.655889362715982,0.659712873404216
1.49,0.749598407329922,0.681175281553334,0.154941746375795
1.545,0.762882083440895,0.706805918755294,0.707614838014689
1.6,0.780556927780502,0.732385026603301,-0.431209151375967
1.655,0.8047782493523,0.757866084224242,1.35701602579744
1.71,0.820415398447524,0.783394528802103,2.94728989373429
1.765,0.846854433943705,0.809132137635012,-0.807417100754542
1.82,0.674054385930422,0.907292565995237,172.475447667316
1.875,0.63353313874238,0.89944077670834,-806.045232926466
1.93,0.654065599486168,0.735372892052579,-1025.44938882271
1.985,0.796226468484478,0.889702040336199,1453.02957095677
2.04,0.895327939663127,0.878307835851004,1588.68032649033
2.095,0.990105937815156,0.972093605800283,71.1658555068793
2.15,0.98784843849669,0.920196146628144,506.057477591661
2.205,0.986104979183892,0.926524259371549,-1965.08086168908
2.26,0.889322208825944,0.902763131280107,412.352339433012
2.315,0.994758084247738,0.817853386012616,206.666383213501
2.37,1.0149010348163,0.96592200011633,0.347215611901724
2.425,0.743490211084024,0.796895065540881,-111.314764612657
2.48,0.905070741564536,0.731368094166995,1265.44867984311
2.535,0.549670102061303,0.698213357068765,1952.43182923259
2.59,0.676746842172236,0.789981054184842,-31.095072729427
2.645,0.718032181982373,0.794906150464462,837.458089319372
2.7,0.595283967088087,0.753451610178853,-1566.27484301602
2.755,0.761439456099668,0.754741895563413,-196.810530406862
2.81,0.579268519010781,0.744858575777223,89.5151127515556
2.865,0.588376799559303,0.636472814705527,-659.174383947482
2.92,0.792419512646564,0.805600958823471,195.605447620663
2.975,0.732075443991142,0.743172083461579,380.615884450517
3.03,0.475552499485186,0.654959614619938,615.790021569736
3.085,0.585341443192462,0.709314591042051,-520.619593953047
3.14,0.735064135677196,0.736883469536467,-165.410979210391
3.195,0.705939390936556,0.705050822728827,-581.435324812032
3.25,0.780142423566441,0.693318291292551,-162.835016798794
3.305,0.485007767732771,0.663201606079087,-8.80938100627499
3.36,0.613542213389325,0.680800649068923,27.9686347344702
3.415,0.653712788297099,0.692296768951748,-23.0281203437633
3.47,0.570168201945277,0.671937033396501,90.6339291920914
3.525,0.744533519051632,0.682279629665211,-238.554843766395
3.58,0.477430633500097,0.664243888104182,-324.423487606395
3.635,0.528241118456621,0.679838364720757,-104.872719010595
3.69,0.503936288466503,0.660485234959103,-30.3246282943292
3.745,0.641000341927589,0.683908885887734,-684.514405345923
3.8,0.663994543631751,0.666886903539497,344.273068053584
3.855,0.500498464596012,0.691592358175239,-961.79151948558
3.91,0.706313655239613,0.660411739594209,829.752808846721
3.965,0.721189591186208,0.676982387773417,62.3281007083639
4.02,0.508361861686933,0.686218825060378,-171.454653465501
4.075,0.609431141249285,0.64013834738654,-2050.42452957495
4.13,0.667069457815048,0.662048496805568,183.565417725015
4.185,0.646328949631099,0.677286139351549,-44.615215929778
4.24,0.522519322285844,0.653288838144061,28.9844915091825
4.295,0.585766699963521,0.681410416798607,-56.7259801581819
4.35,0.439142342207697,0.700212524432418,26.2672973062055
4.405,1.01944287383887,0.72377275249888,-170.285044364636
4.46,0.723373079853411,0.676294131202789,364.712706843843
4.515,0.547040049626886,0.711454154323832,-185.189781174687
4.57,0.602644807993643,0.689276764594677,-311.792508722736
4.625,0.694538353251832,0.68137768465867,-481.86124652812
4.68,0.55958163813448,0.683339990065941,-460.706159663953
4.735,0.617935138381319,0.676598758807687,197.13797288002
4.79,0.91906097507602,0.826915553894318,-20752.1113057955
4.845,0.558063735940598,0.681246796811314,459.229946338438
4.9,0.763228041869209,0.70131188257918,-851.667482078909
4.955,0.465131559343243,0.677064653373402,101.339118232958
5.01,0.795005632465112,0.704460376363017,-409.27590073626
5.065,0.691004945292909,0.686283579943777,140.850506297851
5.12,0.418794112092002,0.670398563580303,404.997581547511
5.175,0.528837294128854,0.669489262830766,-217.127417220192
5.23,0.506079781408959,0.669833901946948,-256.435921196508
5.285,0.633588091843921,0.587152206691466,629.639997801234
